source,url,published,title,summary,text,companies,tickers,mapped_tickers,percentages,currency_values,events,sentiment_label,sentiment_score
cnbc,https://www.cnbc.com/2026/09/14/anthropic-walks-tightrope-to-nasdaq-pushing-slowdown-and-pursuing-ipo.html,"Mon, 14 Sep 2026 04:01:01 GMT","Anthropic walks tightrope to Nasdaq, pushing for a slowdown while pursuing $2 trillion valuation","As Anthropic meets with prospective investors ahead of its potentially historic market debut, CEO Dario Amodei is pushing for a slowdown in AI.","Anthropic's road to an IPO just got a lot bumpier. While the Claude creator meets with prospective investors ahead of its potentially historic debut, co-founder and CEO Dario Amodei is pushing a concept that would seem to contradict those ambitious efforts: a slowdown. Anthropic, valued at $965 billion earlier this year, confidentially filed its IPO prospectus in June, and has been widely expected to list its shares as soon as next month. Meanwhile, concerns about the power of advanced AI models has been intensifying for weeks, spilling into the mainstream as more researchers warn of potential threats of human extinction. With that backdrop, Amodei wrote an essay over the weekend urging the AI industry to slow the pace of model development, proposing a three-step plan to temper how quickly model capabilities improve without ""sacrificing commercial advantage or the United States' lead in AI."" It's the latest challenge facing public market investors who are trying to determine what they're willing to pay for a piece of a five-year-old company that's already among the most valuable in the world and could seek a $2 trillion valuation in its IPO. Though Anthropic may have to accept a hit to revenue growth, some experts say an intentional slowdown could help Anthropic frame itself as a responsible actor, avoid future liability and address the public backlash towards AI that's been brewing across the country. ""I don't know that investors are necessarily going to see it as a negative,"" Gil Luria, an equity analyst at D.A. Davidson, said in an interview. ""Unless the companies are genuine and say, 'OK, we're not going to IPO, we're not going to use any more compute, we're not going to train any more models.' That's not what they're saying."" Anthropic has picked the Nasdaq as the exchange for its potential IPO, CNBC confirmed after Business Insider first reported the selection. Amodei on Saturday proposed that model companies open up to third-party evaluators, frontier companies establish ""common safety standards,"" and that democratic countries coordinate with authoritarian governments ""to the extent this is possible."" His essay came after several industry researchers issued stern warnings last week about the technology's growing potential to cause catastrophic harms. OpenAI CEO Sam Altman expressed support for Amodei's proposal, as did Elon Musk, CEO of SpaceX, which owns Grok creator xAI. SpaceX went public in June in the biggest IPO on record and is now valued at $2 trillion. OpenAI has confidentially filed its IPO prospectus, but has been under fire in recent months after its models escaped containment, accessed the open internet and breached open-source developer platform Hugging Face. ""Right now would be an ill-advised moment to go public,"" Altman said in an interview with Fortune, reiterating that OpenAI won't aim for an IPO until next year. Finance chief Sarah Friar told employees during an all-hands meeting last month that the AI lab ""will be a public company in 2027."" Lise Buyer, partner at IPO advisory firm Class V Group, said she doesn't see the recent ""we might obliterate you all"" fears having an impact on IPO timing, but it could alter valuations, she said. ""The bet here is on the long term — now with tempering thoughts about control of the technology,"" Buyer said in an email. ""The dramatic growth and possibilities of these companies, now more publicly coupled with the potential very serious concerns and risks, will likely persist whether the IPO happens in Q4 or next year or whenever."" Anthropic and OpenAI declined to comment for this story. 'Don't see why growth would slow' Anthropic hit $65 billion in annualized revenue in July, about a sevenfold increase from the prior year, as CNBC previously reported. The Financial Times reported on Sunday, citing people familiar with the matter, that Anthropic has told some shareholders that the company will generate an operating profit for a second straight quarter in the current pe","D.A. Davidson, Advanced Micro Devices, Class V Group, Menlo Ventures, Altimeter Capital, Gartner, Nscale, Advanced Micro Devices, Google, Plexo Capital, Deepwater Asset Management",,,"37%, 75%, 70%","$965, $2, $65, $600",ipo,negative,-0.45422924030572176
cnbc,https://www.cnbc.com/2026/09/12/anthropics-amodei-proposes-plan-to-slow-the-pace-of-advancing-ai-capabilities.html,"Sun, 13 Sep 2026 22:21:33 GMT","OpenAI rules out IPO this year as Altman, Musk & Amodei warn AI is moving too fast",Altman's IPO comments and Amodei's public call for more careful pacing of AI development cap a week of loud AI warnings.,"OpenAI CEO Sam Altman now says his company will not go public this year, citing growing concerns about AI safety. In an interview with Fortune published Saturday, Altman said that an IPO now would be ""ill-advised."" The decision pushes one of the most anticipated IPOs in history until at least 2027 and gives the clearest sign yet that mounting concerns about increasingly powerful AI are beginning to reshape the industry's business plans. OpenAI CFO Sarah Friar told employees just last month that the company would likely go public in 2027 or even sooner, if ""our business continues to inflect."" Altman's comments came on the same day that Anthropic CEO Dario Amodei published an essay urging AI companies to slow how quickly they improve their most advanced models. Altman and Elon Musk quickly backed the proposal in social media posts, an unusual show of agreement among three fierce rivals. In his essay, Amodei proposed a three-step plan aimed at tempering the pace of development without ""sacrificing commercial advantage or the United States' lead in AI."" Anthropic is actively gearing up for what is expected to be a historic IPO, though the company has not officially disclosed when it plans to debut. The sudden alignment among Altman, Amodei and Musk shows how quickly concern over AI has moved from the margins to the center of the industry — and is now beginning to collide with its enormous commercial ambitions. The essay urged artificial intelligence companies to pace how quickly they improve model capabilities. The move comes amid a growing chorus of researchers calling for a coordinated deceleration. Pressure is building in Washington, where lawmakers in both parties are calling for new AI safeguards and demanding tech leaders testify after a rash of cyberattacks were carried out without direct human control. Beyond the nation's capital, state and local officials are also confronting growing outrage against AI data centers and their demands on power, water and communities. With midterm elections approaching, AI is becoming a key issue for both parties. Concerns around AI's capabilities Anthropic has ""unilaterally"" committed to the first step of the plan, Amodei said, which grants third-party evaluators employee-level access to the company to verify safety practices and report incidents. The second step encourages leading AI companies within democratic countries to coordinate and establish common safety standards, and the third calls for coordination between democratic governments and authoritarian governments. ""To be clear, pacing does not mean halting model training or technical progress, but ensuring companies take adequate time to align and safeguard their models, and for third party evaluators to confirm this,"" Amodei wrote. The essay landed after an Anthropic researcher set off a firestorm on social media this week by announcing he quit his job at the company. Jacob Coxon, who has also worked as a researcher at Anthropic's chief rival, OpenAI, said he resigned out of concern that Anthropic and OpenAI are ""gambling with our lives."" He said the people building AI ""earnestly believe that it could kill us all by the end of the decade."" While extreme, concerns about the potential for AI to cause human extinction or other catastrophic events are not new in AI research circles. In 2023, for instance, prominent AI researchers and executives, including Amodei and OpenAI's Altman, signed a statement that said, ""Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war."" Amodei said Saturday that while pausing or slowing AI development has been floated since 2023, it made ""little sense"" to do so at that time. He said models were not powerful enough to take action in the real world at that point, and they were also not yet capable of ""significant deception, manipulation, cheating, or cyberattacks."" ""I continue to believe that AI can enormously improve the",Western Civilization,,,,,ipo,neutral,-0.292280450463295
cnbc,https://www.cnbc.com/2026/09/13/nfl-and-midterms-mark-key-fall-season-for-prediction-markets.html,"Sun, 13 Sep 2026 11:52:33 GMT",NFL and midterm elections set up prediction markets for a critical fall season,The 2025 football season and 2024 presidential election pushed prediction markets into the prominence they enjoy today.,"Prediction markets that rode politics and sports to new heights the past two years are betting on their convergence this autumn to drive even more adoption. In 2024, event contract exchanges entered the mainstream with trades tied to the presidential election that year. Then, in September 2025, the start of the NFL season a year ago marked the beginning of a surge in prediction market trading volume that has yet to slow down. Prediction markets began another NFL season on Wednesday night, when the New England Patriots and Seattle Seahawks dueled it out in a rematch of the 2026 Super Bowl. Labor Day also marked what political observers always consider the start of the midterm election campaign season. This year, prediction markets enter the fall bigger than they've ever been, with daily notional trading volume now consistently in the billions, two dominant incumbents and a host of smaller exchanges chasing them to take some share of the market. And now the two events that separately brought prediction markets mainstream, are happening together over just a few months. ""You have a bit of a supercycle occurring right now within the prediction markets,"" said Robinhood's general manager for futures and prediction markets, JB Mackenzie. Other events are in the wings this season, too, with traders showing greater interest in economic contracts linked to where a hard-to-read Federal Reserve may take interest rates next week, and Major League Baseball playoffs in full swing in October. Prediction platforms have rushed to prepare for the fall's events. That will continue so long as the markets continue to get the majority of their volume from sports offerings, said Seni Thomas, CEO at EDGE Markets, a financial technology company working in sports betting and prediction markets. This season could prove crucial, especially for newer platforms. ""This NFL cycle is the real key, make or break"" for many newer companies, Thomas said. Veteran players On Tuesday, Polymarket debuted an advertisement featuring basketball icon LeBron James, former New York Giants quarterback Eli Manning and former Yankee Derek Jeter as part of a football season marketing campaign. It also unveiled a new product for its U.S. exchange which allows users to talk, share and trade together on the platform. Kalshi experienced a record $2.3 billion in volume traded on Saturday, the first day of college football, and unveiled a feature for speculators who participated in 2025 NFL season markets to track how they performed before this season's kickoff. It has also expanded partnerships with individual sports teams ahead of the MLB playoff season. Both platforms suffered glitches as college football play began. Polymarket's U.S. platform was down much of Saturday, and any account that experienced losses due to the outage was eventually refunded. Kalshi prematurely resolved a market on the University of Michigan game, paying traders as if the underdog Western Michigan had pulled off an upset. Later, Kalshi corrected the Michigan result and paid out accordingly. The platforms are leaning into sports, even while battling in court with states across the country that say sports-related event contracts amount to gambling and should fall under their regulatory purview rather than the Commodity Futures Trading Commission, a Wall Street watchdog. ""We operate pursuant to the regulations of the CFTC, and we'll continue to do so, and continue to work with stakeholders to run a safe and trusted product,"" said Ari Borod, president of sports business development at Polymarket in August before announcing a partnership with the New York Yankees. New entrants While the two largest prediction market platforms seek to build on their previous NFL success, others are also trying to capitalize on the same sporting events. Rothera, a prediction market platform developed in a joint venture between Susquehanna International Group and Robinhood, is one of them. It saw volumes boom after going online in","Susquehanna International Group, Polymarket, Rothera, JB Mackenzie, Major League Baseball, EDGE Markets, New York Giants, Eli Manning, Yankee Derek Jeter",,,,$2.3,,neutral,0.1945235931004087
cnbc,https://www.cnbc.com/2026/09/13/cramer-questions-anthropic-ceos-slowdown-manifesto-puts-forth-an-action-plan.html,"Sun, 13 Sep 2026 23:47:14 GMT",Jim Cramer questions Anthropic CEO's slowdown manifesto and puts forth an action plan,"While I have grown tired of his endless proclamations, Dario Amodei does raise points that will impact many stocks if the spending curb proceeds.","There could be pressure on Nvidia , given the self-imposed slowdown of the artificial intelligence data center buildout that Sam Altman from OpenAI, Elon Musk from xAI, and Dario Amodei from Anthropic have raised. Dario's posting over the weekend — headlined as ""We Must Pace the Frontier"" — is self-evident and extremely self-serving. David Sacks, former tech investor and White House AI and crypto czar, has an excellent counterpoint that could explain the apparent duplicity of Dario's manifesto. Sacks, co-chair of the President's Council of Advisors on Science and Technology, wrote on X and concluded: ""Go ahead and pace the frontier. You are the ones setting it. The easiest way not to build superintelligence is for you to agree not to build it. Demanding your preferred regulatory framework as the price of that will look like blackmail of the public and the political system. So just do it."" While I have grown tired of Dario's endless proclamations, the Anthropic co-founder does raise points that will impact many stocks if the slowdown proceeds, which it sounds like it will. To wit: Skeptics will be concerned about Nvidia, which is financially intertwined with many companies that benefit from a speed-up that is now in doubt. We will stay in touch on this, but I need you to know I will take any decline very seriously. At last week's September Monthly Meeting for CNBC Investing Club members, I warned that we had to cut back on the data center; we were just too dependent. I mentioned at the top of Thursday's livestream, which can be watched on-demand anytime , that we had to sacrifice one of our best, Corning , because of the potential for a political halt in data center progression. Well, here we are. As it dawns on people that any slowdown in the building of the data centers is not in the stocks — especially after last week's earnings call from Oracle , the cancellation of Oracle founder Larry Ellison's sell program notwithstanding. We would have come in positive, but the post-OpenAI/Hugging Face incident has been resurrected, and that's now a dream. Potential reasons for Dario's posting other than saving humanity? The language reads like he wants regulation that would enshrine OpenAI, Musk's entities, and, of course, Anthropic, to slow down spending — making its S-1 initial public offering (IPO) document look better when it comes to lighter capital expenditures? But there is an ulterior motive: Dario is inviting regulators in and calling for a new regimen that is so strict that he is building a moat that no startup can breach. His casual mention of antitrust was painful. Why flag an intentional breach of antitrust doctrine unless you show what a good guy you are? Or, to be really cynical, why bring up any of this? Dario can just slow down spending without making a big deal of it? Aren't they just pulling up the rope ladder for everyone else? Can he convince anyone to regulate it? Does anyone think they really are going to limit their own growth? So, let's do this. When the overreaction is baked in, and not before that, we will follow the game plan, which talked about buying our faves after our heavy selling. We will not let you down. However, we can only do our best in a world where I wish we owned more Cardinal Health and BNY , two of our positions, which provide much-needed diversification in a market that goes up and down based on the latest AI headlines. (Jim Cramer's Charitable Trust is long NVDA, CAH, BNY. See here for a full list of the stocks.) As a subscriber to the CNBC Investing Club with Jim Cramer, you will receive a trade alert before Jim makes a trade. Jim waits 45 minutes after sending a trade alert before buying or selling a stock in his charitable trust's portfolio. If Jim has talked about a stock on CNBC TV, he waits 72 hours after issuing the trade alert before executing the trade. THE ABOVE INVESTING CLUB INFORMATION IS SUBJECT TO OUR TERMS AND CONDITIONS AND PRIVACY POLICY , TOGETHER WITH OUR DISCLAIMER . NO","President, Anthropic, Oracle, White House AI, Corning, Cardinal Health, NVDA",NVDA,,,,,neutral,-0.12227475829422474
cnbc,https://www.cnbc.com/2026/09/14/prediction-markets-efficient-win-lose-beat.html,"Mon, 14 Sep 2026 01:37:44 GMT","Prediction markets are becoming more professionalized, but also harder to beat","The institutionalization of prediction markets threatens to erode the edge of skilled traders who earn off mispricing and market inefficiencies, experts say.","Prediction-market platforms' courtship of Wall Street stands to bring in deeper professional liquidity and intensify competition, but will also mean it's harder for many traders to make money. Roughly 27% of dollar profits were captured by just 3% of accounts that are ""persistently skilled,"" repeatedly moving market prices towards outcomes that eventually occurred, according to an academic working paper analyzing $13.76 billion of Polymarket trades. Skilled accounts earned consistent profits by reacting more quickly to publicly available news, arbitraging inconsistent pricing across related contracts and trading against behavioral errors. But as more institutions chase the same discrepancies, prices adjust faster and the available edge becomes scarcer. ""If you have a lot of skilled people, then they compete, and in doing so, they make prices more correct,"" said Theis Jensen, Yale economist and co-author of the paper. That means strategies that depend on wide spreads and straightforward arbitrage across related contracts may find it more difficult to profit. ""It's harder as markets get more efficient and spreads get tighter. It's going to be harder to find these mispricing and arbitrage opportunities,"" Julie Hoover, Bank of America equity research analyst, told CNBC. As competition intensifies, Jensen expects the proportion of traders considered to have an edge to shrink from 3% to potentially below 1%. ""I think it's only going to be the very, very best — say hedge funds — that are able to beat prediction markets,"" he said. Hoover, however, said smaller skilled traders could still retain an edge in niche markets, as the sheer breadth of contracts allows traders to develop highly specialized expertise and even become market makers. Large institutions also face scale constraints in thin markets. Relatively small orders can move the price enough to ""evaporate the institution's own edge"", according to Jensen, making large firms less likely to enter lower-liquidity markets where specialists may retain an advantage. Counterintuitively, the participants without a persistent edge may stand to benefit from more sophisticated competition through better pricing. Better-calibrated prices reduce the risk that such players repeatedly overpay by taking the wrong side of pricing errors. ""In an efficient market, it's harder to make mistakes consistently,"" Jensen said. He said the maturation of prediction markets could make them more of a ""fair gamble"": participants may still lose on any individual contract, and frequent traders remain likely to lose after transaction costs, but quoted prices should more closely reflect the risks they are taking. While the professionalization of prediction markets come as a mixed bag to users, there's a clear benefit for the platforms. Greater institutional trading volume can expand transaction fee opportunities, while better-calibrated prices can strengthen the appeal of event contracts as hedging, forecasting and market-data tools. Prediction markets are already seen by many as reliable. Federal Reserve researchers found that Kalshi's macroeconomic contracts matched or, in some cases, even outperformed conventional forecasting benchmarks: its headline CPI forecast outperformed the Bloomberg consensus, while its core CPI and unemployment forecasts performed on par with the market data institution. ""Everyone will start referencing the data, and then people will start trading the data,"" Hoover said. Disclosure: CNBC and Kalshi have a commercial relationship that includes customer acquisition and a minority investment.","Yale, Bank of America",,,"27%, 3%, 1%",$13.76,,positive,0.38485337840393186
cnbc,https://www.cnbc.com/2026/09/14/shein-shares-fall-10percent-amid-australia-nz-contact-lens-cleaner-recall.html,"Mon, 14 Sep 2026 05:21:29 GMT","Shein shares fall 10% amid urgent recall of contact-lens cleaner by Australia, New Zealand","Shein's Hong Kong-listed shares fell as much as 10%, amid news that a contact lens product has been recalled urgently due to worries of contamination.","Shares of fast-fashion company Shein fell as much as 10% in Hong Kong, amid news that one of its contact lens products has been recalled by Australia and New Zealand. ""A sample of these contact lenses tested positive for Burkholderia cepacia complex, a bacterial contaminant detected in the solution in which the lenses were packaged,"" according to a statement by New Zealand's Ministry of Business Innovation & Employment on Friday. ""Exposure to this bacterium may pose a risk of eye infection or irritation and an incident was reported in the United Kingdom involving a user who developed an eye infection,"" it added. The Australian Competition and Consumer Commission issued a similar recall. The news come following the fast fashion retailer's shaky debut in Hong Kong earlier this month. While Shein rose to prominence with low-price clothing and new designs brought to the market quickly, its low-cost model in Europe and the U.S. has been challenged by tariffs and regulatory changes. Shein will need to redefine its value proposition beyond ""low prices and constant novelty,"" including by curating its marketplace offerings and developing services, Marguerite LeRolland, senior global insight manager for fashion at market intelligence company Euromonitor International, told CNBC earlier this month. LeRolland also said Shein needs to improve its brand image as regulators and public opinion become increasingly critical of the company."" Shein's Hong Kong-listed shares were 9.49% lower at HK$36.26. —CNBC's Jenny Lee contributed to the report.",Ministry of Business Innovation & Employment,,,"10%, 9.49%",,,negative,-0.9570884043350816
cnbc,https://www.cnbc.com/2026/09/14/zai-shares-tumble-second-major-raise-two-months-.html,"Mon, 14 Sep 2026 03:03:58 GMT","Z.ai shares tumble over 10% after $5 billion fundraising, its second major raise in two months",Z.ai shares tumbled after the Chinese AI company announced its second major fundraising in two months.,"Shares of Chinese artificial intelligence company Z.ai tumbled more than 10% on Monday after the company announced plans to raise about $5 billion through a new share placement and convertible bond sale, marking its second major fundraising in two months. The Beijing-based company plans to issue up to 21.97 million new shares at HK$714 each, raising gross proceeds of about HK$15.68 billion ($2 billion). The placement price represents a 10% discount to Z.ai's Friday closing price of HK$793. Separately, Z.ai plans to issue 20.14 billion yuan ($3 billion) in zero-coupon convertible bonds due in 2027. The bonds will initially be convertible at HK$892.50 per share, a 12.5% premium to Friday's closing price. The company said proceeds from the fundraising will support the development of its next-generation AI models, including research and development, training and inference infrastructure, and commercialization. The latest fundraising comes just two months after Z.ai raised about $4 billion through a share placement in July. Last month, Z.ai shares jumped after the company launched a new AI model that it said runs entirely on Chinese-made chips. The company claimed it used 100,000 domestically made chips to handle online requests for the model. Shares of its domestic rival MiniMax were also down, falling about 5% on Monday. — CNBC's Evelyn Cheng contributed to this report","HK$714, MiniMax",,,"10%, 12.5%, 5%","$5, $2, $3, $4",,negative,-0.9417377728968859
cnbc,https://www.cnbc.com/2026/09/13/top-wall-street-analysts-recommend-these-3-dividend-stocks-for-higher-returns.html,"Sun, 13 Sep 2026 11:53:35 GMT",Top Wall Street analysts recommend these 3 dividend stocks for higher returns,"The ratings of these experts are backed by in-depth research of a company's financials, and thorough analysis of the factors affecting business performance.","Dividend-paying stocks can enhance portfolio returns by providing a steady income stream to investors and the potential for capital appreciation. Several investors seek exposure to dividend stocks in a volatile backdrop to ensure stable income. In this regard, recommendations of top Wall Street analysts can help shortlist attractive dividend stocks, backed by strong financials and cash flows to support consistent dividend payments. Here are three dividend-paying stocks that are highlighted by Wall Street's top pros, as tracked by TipRanks, a platform that ranks analysts based on their past performance. Energy Transfer (ET) is a diversified midstream energy company with about 140,000 miles of pipelines and associated energy infrastructure in 44 states. The company made a quarterly cash distribution of 34 cents per common unit for the second quarter of 2026. At an annualized payment of $1.36 per common unit, ET offers a yield of 6.3%. Recently, JPMorgan analyst Jeremy Tonet reiterated a buy rating on Energy Transfer stock and slightly raised his price target to $25 from $24. The analyst noted that the company delivered a strong Q2 beat across all key metrics. Tonet highlighted that Energy Transfer raised its 2026 adjusted EBITDA guidance to $18.8 billion-$19.1 billion from $18.2 billion-$18.6 billion, reflecting robust base results and cost optimization. The 5-star analyst added that the company ""tightened"" its capex to $5.6 billion–$5.9 billion and expects capex above $5 billion annually through 2029, given solid opportunities. About the Hugh Brinson pipeline, Tonet noted Phase 1 (1.5 bcfd) reaching full capacity by September 1 and Phase II capacity (0.7 bcfd) going online by Q1 2027. The analyst also noted completion of a 14-mile Hugh Brinson lateral in Abilene, Texas, and final stages of talks for an additional 250 mmcfd of Oklahoma power plant demand. ""All in, we see ET well positioned to continue capitalizing on organic growth opportunities across the value chain,"" said Tonet. Tonet ranks No. 922 among more than 12,500 analysts tracked by TipRanks. His ratings have been profitable 57% of the time, delivering an average return of 9%. See Energy Transfer Financials on TipRanks. This week's second dividend pick is independent oil and natural gas company Permian Resources (PR). The company declared a base dividend of $0.16 per share for the third quarter, payable on September 30, 2026. At an annualized dividend of $0.64 per share, PR offers a yield of about 2.7%. Recently, Goldman Sachs analyst Neil Mehta reiterated a buy rating on Permian Resources stock and increased his price target to $27 from $22, citing an improved outlook on oil production growth and operational efficiencies. The 5-star analyst noted that while PR stock has outperformed its peers so far in 2026, he sees further upside. Mehta is confident about the company's operational improvements and ability to deliver incremental free cash flow per share through the strategic ground game program. He added that the program has completed about $1.05 billion in bolt-on deals this year (as of August 5). ""We see the continued success of PR's ground game as constructive toward future inventory replenishment and increasing working interest over time,"" said Mehta. The analyst also emphasized Permian Resources' solid track record of generating growth in free cash flow (FCF) per share. Mehta expects the company's free cash flow per share to grow at a 20% CAGR (compound annual growth rate) from 2025–2028. Mehta ranks No. 401 among more than 12,500 analysts tracked by TipRanks. His ratings have been successful 64% of the time, delivering an average return of 12.8%. See Permian Resources Statistics on TipRanks. Moving on to Sempra Energy (SRE), a utility holding company. Earlier this month, the company declared a quarterly dividend of $0.6575 per share, payable on October 15. At an annualized dividend of $2.63 per share, SRE stock offers a yield of about 3.1%. Recently, Jefferies ","Sempra Energy, JPMorgan, Goldman Sachs, TipRanks, Permian Resources, Permian Resources', Permian Resources Statistics, Sempra, PG&E, Edison International",,JPM,"6.3%, 57%, 9%, 2.7%, 20%, 64%, 12.8%, 3.1%, 14%, 61%, 8.2%","$1.36, $25, $24, $18.8, $19.1, $18.2, $18.6, $5.6, $5.9, $5, $0.16, $0.64, $27, $22,, $1.05, $0.6575, $2.63, $97, $101",dividend,positive,0.7946520984793702
investing,https://www.investing.com/news/analyst-ratings/william-blair-initiates-lynx-stock-with-outperform-on-defense-growth-93CH-4899037,2026-09-14 09:56:51,William Blair initiates Lynx stock with outperform on defense growth,,William Blair initiates Lynx stock with outperform on defense growth.,,,,,,,negative,-0.16047140955924988
investing,https://www.investing.com/news/stock-market-news/intuit-stock-is-the-bottom-in-after-a-50-ytd-drop-93CH-4899033,2026-09-14 09:55:03,Intuit stock: Is the bottom in after a 50% YTD drop?,,Intuit stock: Is the bottom in after a 50% YTD drop?.,,,,50%,,,negative,-0.9027244783937931
financial_times_rss,https://www.ft.com/content/b14ad3a8-f36c-4023-b619-c6e939165886,"Tue, 15 Sep 2026 05:00:08 GMT","It’s crunch time for BoneSupport, one of Europe’s most shorted stocks",Casing the joint,"FT Alphaville Register to unlock this article It’s crunch time for BoneSupport, one of Europe’s most shorted stocks FT Alphaville is free Explore our full range of subscriptions. For individuals Discover all the plans currently available in your country",FT Alphaville Register,,,,,,neutral,0.04243583604693413
financial_times_rss,https://www.ft.com/content/a43e9050-f646-4d24-b650-b75ef589985c?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:00:37 GMT",Private equity’s new AI overlords?,‘The holding company of the next century’ and Michael Dell’s family office bested PE giants to take an insurance broker private,Private equity’s new AI overlords?. ‘The holding company of the next century’ and Michael Dell’s family office bested PE giants to take an insurance broker private,Michael Dell,,,,,,neutral,0.12393752485513687
financial_times_rss,https://www.ft.com/content/f00de325-5045-4e98-9068-9261bfe9eff3?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:00:28 GMT",Luxembourg probes Gazprombank ex-managers,Inquiry follows an FT investigation that found four former directors enriched themselves through a sanctions-busting trading scheme,Luxembourg probes Gazprombank ex-managers. Inquiry follows an FT investigation that found four former directors enriched themselves through a sanctions-busting trading scheme,Inquiry,,,,,,negative,-0.8753167297691107
financial_times_rss,https://www.ft.com/content/bdd5274a-bf02-4ca2-bd72-2c0558605707?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:00:18 GMT",The $1.6bn IPO that could draw millions of Nigerians to the stock market,Flotation of Dangote Petroleum Refinery has a low entry price but many people are unaware or have more pressing needs,The $1.6bn IPO that could draw millions of Nigerians to the stock market. Flotation of Dangote Petroleum Refinery has a low entry price but many people are unaware or have more pressing needs,Flotation of Dangote Petroleum Refinery,,,,$1,ipo,negative,-0.4710261430591345
financial_times_rss,https://www.ft.com/content/c4641e3b-a605-468e-841b-73a22eee0781?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:00:18 GMT",Jaguar Land Rover targets Nato military budgets with revamped Defender,UK-based company looks beyond longstanding relationship with British armed forces as it seeks new sources of revenue,Jaguar Land Rover targets Nato military budgets with revamped Defender. UK-based company looks beyond longstanding relationship with British armed forces as it seeks new sources of revenue,"Jaguar Land Rover, Nato",,,,,,positive,0.8001671470701694
financial_times_rss,https://www.ft.com/content/dab77b4d-9ee9-4bbe-8965-bc744f9529ea?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:00:18 GMT",FTSE 100 bosses paid record average of £5mn,Chief executives receive increase in pay this year as investor rebellions die down,FTSE 100 bosses paid record average of £5mn. Chief executives receive increase in pay this year as investor rebellions die down,,,,,,,positive,0.862399697303772
financial_times_rss,https://www.ft.com/content/6d169ac7-0d3a-4f21-91ee-b8119fc63e65?syn-25a6b1a6=1,"Tue, 15 Sep 2026 03:10:06 GMT",China’s AI listings glut drags Hong Kong stocks lower,Disparity between equity issuance and overall performance highlights weak global demand for Chinese stocks,China’s AI listings glut drags Hong Kong stocks lower. Disparity between equity issuance and overall performance highlights weak global demand for Chinese stocks,,,,,,,negative,-0.9612389113754034
financial_times_rss,https://www.ft.com/content/aa8a1be7-abe0-44b7-bcd3-31fd0a44de08?syn-25a6b1a6=1,"Mon, 14 Sep 2026 20:10:48 GMT",US tech stocks fall after big AI groups call for slowdown,Memory-chip makers and Nvidia slide on Wall Street as warnings combine with backdrop of rising oil prices and higher borrowing costs,US tech stocks fall after big AI groups call for slowdown. Memory-chip makers and Nvidia slide on Wall Street as warnings combine with backdrop of rising oil prices and higher borrowing costs,,,,,,,negative,-0.9434773568063974
financial_times_rss,https://www.ft.com/content/5e2327aa-dbd0-4a79-8c99-622a893876d7?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:37:38 GMT",Global bonds follow US Treasuries lower,Japan 10-year yield surpasses 3% as investors continue to sell government debt after landmark rise in American borrowing costs,Global bonds follow US Treasuries lower. Japan 10-year yield surpasses 3% as investors continue to sell government debt after landmark rise in American borrowing costs,,,,3%,,,negative,-0.8514095544815063
financial_times_rss,https://www.ft.com/content/e565ce70-17ac-42ad-bc08-b9a69d75d5b1?syn-25a6b1a6=1,"Tue, 15 Sep 2026 04:00:18 GMT",US equities eclipse Treasuries in rare foreign capital shift,International flows into American equities exceed government debt for first time this century outside pandemic and aftermath of global financial crisis,US equities eclipse Treasuries in rare foreign capital shift. International flows into American equities exceed government debt for first time this century outside pandemic and aftermath of global financial crisis,International,,,,,,positive,0.8468834422528744
financial_times_rss,https://www.ft.com/content/bd8a8a3f-220c-4f52-9a54-1eca0a4e0423?syn-25a6b1a6=1,"Mon, 14 Sep 2026 14:16:57 GMT",Crispin Odey loses appeal against industry ban,Hedge fund founder’s fine reduced to £1.5mn but verdict is blow to attempts to repair his reputation after allegations of sexual harassment and assault,Crispin Odey loses appeal against industry ban. Hedge fund founder’s fine reduced to £1.5mn but verdict is blow to attempts to repair his reputation after allegations of sexual harassment and assault,Hedge,,,,£1,,negative,-0.9000282660126686
